brand,model,year,mileage_km,city,price,price_type,transmission,body_color,inside_color,body_status,engine_liter,link
پژو,پژو، 207,2026,0,تهران / آجودانیه,2000000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-qg4pvl3c-peugeot-207-manualpanoramatu5p-1405
هیوندای,هیوندای، اکسنت (مونتاژ),2018,102000,تهران / ایرانمال,3850000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-qfj3dsop-hyundai-accentir-1397
تویوتا,تویوتا، آوالون,2025,6390,تهران / ولنجک,14500000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.5,https://bama.ir/car/detail-rrxcwfgt-toyota-avalon-2.5liter-2025
چانگان,چانگان، CS55 پلاس مونتاژ (سایپا 441P),2025,0,تهران / ایرانمال,5000000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-skikiocw-changan-saipa441p-1.5literturbo-1404
دوو,دوو، ماتیز,2000,270000,تهران / شهر زیبا,290000000.0,lumpsum,دنده ای,نقره ای,-,چند لکه رنگ,0.8,https://bama.ir/car/detail-qeyenzs2-daewoo-matiz-1379
بنز,بنز، کلاس E,2014,95000,تهران / ایرانمال,11800000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-aimimn2h-mercedesbenz-eclass-e200-2014
پیکان,پیکان، سدان,2001,300000,تهران / مرزداران,250000000.0,lumpsum,دنده ای,سفید,خاکستری,چند لکه رنگ,1.6,https://bama.ir/car/detail-lrx5hzea-peykan-sedan-gas-1380
پژو,پژو، 508,2016,115000,تهران / ایرانمال,4500000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-ap3oa5um-peugeot-508-gtline-2016
سمند,سمند، سورن,2023,66000,قدس,1550000000.0,lumpsum,دنده ای,سفید,-,صافکاری بدون رنگ,1.7,https://bama.ir/car/detail-xmn0wqih-samand-soren-plus-1402
سوزوکی,سوزوکی، فرانکس هیبرید,2025,0,تهران / یوسف‌آباد,5800000000.0,lumpsum,اتوماتیک,نقره ای,-,بدون رنگ,1.5,https://bama.ir/car/detail-negol6bw-suzuki-fronxhybrid-1.5liter-2025
پژو,پژو، 207,2024,43000,تهران / اقدسیه,1870000000.0,lumpsum,دنده ای,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-9f5dkvpf-peugeot-207-mt-1403
هیوندای,هیوندای، النترا,2013,152000,تهران / نیاوران,3700000000.0,lumpsum,اتوماتیک,مشکی,مشکی,دور رنگ,1.8,https://bama.ir/car/detail-dplaquzm-hyundai-elantra-1.8l-2013
لاماری,لاماری، ایما,2023,50000,تهران / ایرانمال,4300000000.0,lumpsum,اتوماتیک,نوک مدادی,-,بدون رنگ,1.5,https://bama.ir/car/detail-xbvihyem-lamari-eama-1402
سمند,سمند، سورن,2025,20000,مشهد / صیاد شیرازی,1500000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-2eve60oi-samand-soren-plusxu7p-1404
ب ام و,ب ام و، Z4,2014,121000,تهران / ایرانمال,10500000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-ffvxikuh-bmw-z4-28-2014
پژو,پژو، پارس,2021,69800,شیراز / شهرک گلستان شمالی,1750000000.0,lumpsum,دنده ای,سفید,کرم,بدون رنگ,1.6,https://bama.ir/car/detail-7rsbwhql-peugeot-pars-lx-1400
ام وی ام,ام وی ام، X33 کراس,2025,36000,تهران / ایرانمال,2690000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.0,https://bama.ir/car/detail-ef2kdpol-mvm-x33cross-at-1404
کی ام سی,کی ام سی، T8,2023,47000,تهران / ایرانمال,3450000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-mi6scyka-kmc-t8-1402
مزدا,مزدا، 3 نیو هاچ بک,2010,150000,تهران / ایرانمال,2670000000.0,lumpsum,اتوماتیک,سفید,-,دور رنگ,2.0,https://bama.ir/car/detail-bzgpkjbq-mazda-3hatchback-type3-1389
برلیانس,برلیانس، کراس,2018,90000,تهران / صادقیه,2200000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.65,https://bama.ir/car/detail-syr87id0-brilliance-crossC3-1650cc-1397
تیبا,تیبا، هاچ بک,2018,300000,کرج / فردیس,660000000.0,lumpsum,دنده ای,سفید,مشکی,یک لکه رنگ,1.5,https://bama.ir/car/detail-nrjvwkvs-tiba-hatchback-ex-1397
تویوتا,تویوتا، لوین,2023,37000,تهران / ایرانمال,4790000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.2,https://bama.ir/car/detail-hlzmnxcy-toyota-levin-1.2literturbo-2023
رنو,رنو، کولیوس,2018,130000,تهران / ایرانمال,7150000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.5,https://bama.ir/car/detail-6vxqdsiq-renault-koleos-2018
کوییک,کوییک، GXR,2025,25000,رودبار,1150000000.0,lumpsum,دنده ای,نقره ای,-,بدون رنگ,1.5,https://bama.ir/car/detail-exyqpxrf-quick-gxr-lmt-1404
هیوندای,هیوندای، سانتافه,2018,16000,تهران / ایرانمال,8690000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.4,https://bama.ir/car/detail-0s48zsht-hyundai-santafeix45-2400cc-2018
سمند,حواله سمند، سورن,2026,0,آبیک,200000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.8,https://bama.ir/car/detail-almxt6bp-samand-soren-plusxu7p-1405
زامیاد,زامیاد، وانت نیسان,2023,75000,رباط کریم,1800000000.0,lumpsum,دنده ای,آبی,مشکی,بدون رنگ,2.4,https://bama.ir/car/detail-xcidebco-zamyad-pickup-cng-1402
سمند,سمند، LX,2022,60000,کوهدشت,1400000000.0,lumpsum,دنده ای,سفید,قهوه ای,بدون رنگ,1.8,https://bama.ir/car/detail-0ruvyq3q-samand-lx-basic-1401
میتسوبیشی,میتسوبیشی، ASX,2017,194000,تهران / ایرانمال,4800000000.0,lumpsum,اتوماتیک,نوک مدادی,-,بدون رنگ,2.0,https://bama.ir/car/detail-saul8ny7-mitsubishi-asx-type4-2017
تارا,تارا، اتوماتیک V4,2024,38000,تهران / اقدسیه,2200000000.0,lumpsum,اتوماتیک,سفید,-,گلگیر تعویض,1.6,https://bama.ir/car/detail-fgsn4dqw-tara-automaticv4-lx-1403
سمند,سمند، LX,2018,148000,تهران / حمزه‌آباد,1000000000.0,lumpsum,دنده ای,خاکستری,کرم,صافکاری بدون رنگ,1.7,https://bama.ir/car/detail-fkmsjpxd-samand-lx-ef7-1397
کیا,کیا، کارنز,2008,376000,تهران / ایرانمال,1950000000.0,lumpsum,اتوماتیک,سفید,-,دو درب رنگ,2.0,https://bama.ir/car/detail-vytcxtvd-kia-carens-2008
لوکانو,لوکانو، L8,2026,0,اهواز / آریاشهر,8800000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-gkax8dwy-lucano-l8-2.0literturbo-1405
زد ایکس اتو,زد ایکس اتو، G9,2023,47000,تهران / ایرانمال,6400000000.0,lumpsum,اتوماتیک,سفید,-,درب تعویض,2.0,https://bama.ir/car/detail-rt0sbxzq-zxauto-g9-2.0literturbo-1402
میتسوبیشی,میتسوبیشی، اکلیپس کراس,2026,0,تهران / شهران شمالی,8750000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-bf81hatn-mitsubishi-eclipsecross-1.5literturbo-2026
تویوتا,تویوتا، اریون,2013,227000,تهران / ایرانمال,8700000000.0,lumpsum,اتوماتیک,سفید,-,یک لکه رنگ,3.5,https://bama.ir/car/detail-znk5hztx-toyota-aurion-grande-2013
پژو,پژو، 206 SD,2016,138000,اصفهان / امیریه,1350000000.0,lumpsum,دنده ای,خاکستری,-,کاپوت تعویض,1.6,https://bama.ir/car/detail-ntky9xbh-peugeot-206sd-v8-1395
سمند,سمند، LX,2020,103000,اصفهان / ستار,1300000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.8,https://bama.ir/car/detail-jbkmc4jp-samand-lx-basic-1399
شاهین,شاهین، اتوماتیک CVT,2024,7500,همدان,2200000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-un14hxah-shahin-gautomatic-cvt-1403
اشکودا,اشکودا، اوکتاویا پرو,2024,3000,زنجان,7600000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.4,https://bama.ir/car/detail-3oiprik7-skoda-octavia-1.4literturboluxury-2024
فیدلیتی,فیدلیتی، پرایم,2025,17000,سنندج,4425000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-arhkf6rp-fidelity-prime-7seater-1404
پژو,پژو، 207,2023,70000,چالوس,2200000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.6,https://bama.ir/car/detail-4epqecm7-peugeot-207-automaticpanoramatu5p-1402
سمند,سمند، سورن,2026,120000,آبیک,1200000000.0,lumpsum,دنده ای,مشکی,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-r7s0jxaa-samand-soren-plusxu7p-1405
پژو,پژو، 206,2015,190000,بابل,1370000000.0,lumpsum,دنده ای,سفید,مشکی,صافکاری بدون رنگ,1.6,https://bama.ir/car/detail-palvyoz7-peugeot-206ir-type5-1394
جک,جک، جی 4,2024,28000,تهران / امیرآباد,1950000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-yoilfp6y-jac-j4-1403
تیبا,تیبا، هاچ بک,2021,73,شاهین شهر,950000000.0,lumpsum,دنده ای,سفید,سفید,کاپوت رنگ,1.5,https://bama.ir/car/detail-vtonw07g-tiba-hatchback-ex-1400
تارا,تارا، دنده ای V1,2022,35000,تهران / چیتگر,1600000000.0,lumpsum,دنده ای,آبی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-vngunqja-tara-manual-1401
سمند,حواله سمند، سورن,2026,0,خوانسار,200000000.0,lumpsum,دنده ای,-,-,بدون رنگ,1.8,https://bama.ir/car/detail-pgkxk2vd-samand-soren-plusxu7p-1405
پژو,پژو، 206,2020,83500,تهران / شهرک شریعتی,1160000000.0,lumpsum,دنده ای,سفید,خاکستری,صافکاری بدون رنگ,1.4,https://bama.ir/car/detail-yfaenepj-peugeot-206ir-type2-1399
پژو,پژو، 206,2022,77000,تهران / دریاچه شهدای خلیج فارس,1380000000.0,lumpsum,دنده ای,سفید,-,دو درب رنگ,1.4,https://bama.ir/car/detail-ocirb7ew-peugeot-206ir-type3panorama-1401
سمند,سمند، LX,2016,230000,زاهدان,800000000.0,lumpsum,دنده ای,سفید,-,چند لکه رنگ,1.7,https://bama.ir/car/detail-lps9af6k-samand-lx-ef7-1395
لاماری,لاماری، ایما,2023,25000,تهران / نعمت‌آباد,4800000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-rgpmhjco-lamari-eama-1402
جک,جک، S5,2022,66000,ساوه,3400000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-68rjb49z-jac-s5-at1500-1401
فیدلیتی,فیدلیتی، پرایم,2024,41000,اصفهان / آبشار,4200000000.0,lumpsum,اتوماتیک,مشکی,مشکی,یک لکه رنگ,1.5,https://bama.ir/car/detail-t5dypooe-fidelity-prime-5seater-1403
ام وی ام,ام وی ام، X33 کراس,2025,13400,کرج / 350 متری,2930000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.0,https://bama.ir/car/detail-fk1tcv53-mvm-x33cross-at-1404
ساینا,ساینا، S,2022,44000,کرج / گوهردشت,930000000.0,lumpsum,دنده ای,سفید,-,صافکاری بدون رنگ,1.5,https://bama.ir/car/detail-ibpuogkx-saina-manuals-mtgas-1401
دنا,دنا، پلاس EF7,2023,44000,خمینی شهر,1870000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,1.7,https://bama.ir/car/detail-w3umbarj-dena-plus-basicmanual-1402
لیفان,لیفان، 820,2017,33000,مشهد / آبکوه,3500000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.4,https://bama.ir/car/detail-ripkpu72-lifan-820-1396
دنا,دنا، پلاس EF7,2019,150,تهران / دولتخواه,1550000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-piwut28d-dena-plus-basicmanual-1398
جک,جک، S3,2021,57000,تهران / نازی‌آباد,2400000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-lurymyew-jac-s3-at-1400
رانا,رانا، پلاس,2020,93,قم / شهرک قدس,1255000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-3wg7zvfq-runna-plus-tu5-1399
رانا,رانا، LX,2014,147000,زابل,965000000.0,lumpsum,دنده ای,سفید,سفید,کاپوت تعویض,1.6,https://bama.ir/car/detail-bspxorgi-runna-lx-1393
تویوتا,تویوتا، پریوس,2016,112000,گرگان,4700000000.0,lumpsum,اتوماتیک,نوک مدادی,-,بدون رنگ,1.8,https://bama.ir/car/detail-hoalxuor-toyota-prius-c-2016
هیوندای,هیوندای، سوناتا,2014,195000,اصفهان / مرداویج,5450000000.0,lumpsum,اتوماتیک,سفید,مارون,بدون رنگ,2.4,https://bama.ir/car/detail-miy4rnzw-hyundai-sonata-4cylautomatic-2014
کوییک,کوییک، دنده ای S,2023,0,اصفهان / ملک‌شهر,1150000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-1qxjgv5g-quick-manuals-1402
چری,چری، آریزو 5T,2022,59000,تهران / پونک,2550000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-g7x8vxnc-chery-arrizo5t-ie-1401
هیوندای,هیوندای، آزرا (گرنجور),2013,210000,ارومیه,7250000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,3.0,https://bama.ir/car/detail-outi6ejb-hyundai-azera-6cylinder-2013
لوکانو,لوکانو، L7,2026,0,یزد,6850000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-vs5ug4r9-lucano-l7-1.6literturbo-1405
پژو,پژو، پارس,2022,75000,سنندج,1485000000.0,lumpsum,دنده ای,سفید,خاکستری,بدون رنگ,1.8,https://bama.ir/car/detail-joqkkivv-peugeot-pars-xu7p-1401
لیفان,لیفان، 820,2018,119000,کرج / گلشهر,2500000000.0,lumpsum,اتوماتیک,سفید,مشکی,دو لکه رنگ,2.4,https://bama.ir/car/detail-qtcjhfvq-lifan-820-1397
رانا,رانا، پلاس,2026,1200,ورامین,1560000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-81qxrbpf-runna-plus-tu5plus-1405
ساینا,ساینا، EX دنده ای,2018,273000,شهریار,835000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-spfckzum-saina-exmt-1397
پژو,پژو، 405,2014,270000,البرز,780000000.0,lumpsum,دنده ای,نقره ای,کرم,چند لکه رنگ,1.8,https://bama.ir/car/detail-pdx43env-peugeot-405-glx-1393
تارا,تارا، اتوماتیک V2,2023,45000,مشهد / قاسم‌آباد (شهرک غرب),2100000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-rydzsuid-tara-automatic-1402
کوییک,کوییک، GX,2026,0,اراک,1210000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-eezaubxp-quick-gx-lmt-1405
کیا,کیا، اپتیما,2010,230000,ارومیه,3460000000.0,lumpsum,اتوماتیک,سرمه ای,مشکی,بدون رنگ,2.7,https://bama.ir/car/detail-8apbgx02-kia-optima-6cylinder-2010
هوندا,هوندا، آکورد,2014,137000,تبریز,5700000000.0,lumpsum,اتوماتیک,مشکی,کرم,بدون رنگ,2.4,https://bama.ir/car/detail-mtdmi3br-honda-accord-exb-2014
پراید,پراید، صندوق دار,2004,265000,بروجن,410000000.0,lumpsum,دنده ای,سفید,طوسی,درب تعویض,1.3,https://bama.ir/car/detail-dkg0snw7-pride-sedan-1383
بیجینگ,بیجینگ، U5 پلاس,2025,2200,اصفهان / مرداویج,3210000000.0,lumpsum,اتوماتیک,سفید,خاکستری,بدون رنگ,1.5,https://bama.ir/car/detail-cjfegmdg-beijing-U5-1.5liter-1404
تیبا,تیبا، هاچ بک,2021,98000,پاکدشت,905000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-eug0nqip-tiba-hatchback-ex-1400
تیبا,تیبا، هاچ بک,2020,85000,تنکابن,750000000.0,lumpsum,دنده ای,سفید,-,چند لکه رنگ,1.5,https://bama.ir/car/detail-2i5hpt84-tiba-hatchback-ex-1399
پراید,پراید، صندوق دار,2007,230000,گرمسار,490000000.0,lumpsum,دنده ای,نقره ای,مشکی,بدون رنگ,1.3,https://bama.ir/car/detail-mea9vgon-pride-sedan-1386
فردا,فردا، T5,2025,0,همدان,4300000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-y6dv5k2d-farda-t5-1404
کارا,کارا، دو کابین,2019,222000,اراک,1500000000.0,lumpsum,دنده ای,نقره ای,مشکی,چند لکه رنگ,2.0,https://bama.ir/car/detail-uf7m5rvw-cara-4door-2.0liter-1398
رنو,رنو، ساندرو استپ وی,2016,118000,قم / بنیاد,2500000000.0,lumpsum,اتوماتیک,سفید,مشکی,دو لکه رنگ,1.6,https://bama.ir/car/detail-jnxofqwf-renault-sanderostepway-at-1395
پژو,پژو، 207,2017,193000,تهران / میرداماد,1520000000.0,lumpsum,اتوماتیک,خاکستری,-,بدون رنگ,1.6,https://bama.ir/car/detail-gbeu4wti-peugeot-207-at-1396
پژو,پژو، 206,2020,107000,تهران / کلاهدوز,1180000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,1.4,https://bama.ir/car/detail-oemevs8t-peugeot-206ir-type2-1399
بنز,بنز، کلاس C,2009,265000,تهران / جردن,6300000000.0,lumpsum,اتوماتیک,سفید,مشکی,دو لکه رنگ,1.8,https://bama.ir/car/detail-cglpdx1r-mercedesbenz-cclass-c200-2009
لوکانو,لوکانو، L8,2026,0,یزد,8800000000.0,lumpsum,اتوماتیک,خاکستری,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-l8yvr62f-lucano-l8-2.0literturbo-1405
سمند,سمند، LX,2011,358000,تهران / دانشگاه علم و صنعت,680000000.0,lumpsum,دنده ای,سفید,-,کاپوت تعویض,1.8,https://bama.ir/car/detail-owrjyya1-samand-lx-basic-1390
فردا,فردا، 511,2026,0,تهران / جنت‌آباد جنوبی,2890000000.0,installment,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-d0gkoc4g-farda-511-1405
سمند,سمند، LX,2020,270000,مشهد / فرامرز عباسی,1100000000.0,lumpsum,دنده ای,سفید,بژ,صافکاری بدون رنگ,1.8,https://bama.ir/car/detail-uuzjeh8g-samand-lx-basic-1399
پراید,پراید، صندوق دار,2000,450000,اسلام شهر,280000000.0,lumpsum,دنده ای,یشمی,-,بدون رنگ,1.3,https://bama.ir/car/detail-f7218bix-pride-sedan-1379
سمند,سمند، LX,2011,270000,نور,700000000.0,lumpsum,دنده ای,سفید,-,صافکاری بدون رنگ,1.7,https://bama.ir/car/detail-sc1mpej6-samand-lx-ef7-1390
چری,چری، آریزو 5,2016,280000,شیراز / قدوسی غربی,1490000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-0invcugt-chery-arrizo5-atexcellent-1395
کی ام سی,کی ام سی، X5,2024,50000,سیرجان,3500000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-s9novf13-kmc-x5-1.5literturbo-1403
چری,چری، تیگو 5,2017,150000,اصفهان /  خیابان مصلی  نیکبخت شرقی,2350000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-uvs8xzp2-chery-tiggo5-atexcellent-1396
کوییک,کوییک، دنده ای R,2022,70000,تبریز,898000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-43kirwau-quick-manualr-1401
شاهین,شاهین، G دنده ای,2021,80000,اراک,1500000000.0,lumpsum,دنده ای,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-nc4qulgz-shahin-g-1400
دنا,دنا، پلاس EF7,2023,13000,قیر و کارزین,2000000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.7,https://bama.ir/car/detail-mzbc59p1-dena-plus-basicmanual-1402
دنا,دنا، پلاس EF7,2025,22500,کرج / فردیس,2480000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-crjhzvxr-dena-plus-turboautomaticoptional-1404
پژو,پژو، 207,2025,0,سنندج,2850000000.0,lumpsum,اتوماتیک,تیتانیوم,تیتانیوم,بدون رنگ,1.6,https://bama.ir/car/detail-7n5xh9gq-peugeot-207-automaticpanoramatu5p-1404
هیوندای,هیوندای، النترا,2014,187000,تبریز,3600000000.0,lumpsum,اتوماتیک,مشکی,مشکی,یک درب رنگ,1.8,https://bama.ir/car/detail-2ti0vwqs-hyundai-elantra-1.8l-2014
سمند,سمند، LX,2014,350000,کرج / فردیس,850000000.0,lumpsum,دنده ای,سفید,مشکی,دو لکه رنگ,1.8,https://bama.ir/car/detail-oudfqzd0-samand-lx-basic-1393
پژو,پژو، پارس,2023,78000,پاکدشت,1900000000.0,lumpsum,دنده ای,سفید,بژ,بدون رنگ,1.8,https://bama.ir/car/detail-klqfndfa-peugeot-pars-elxxu7p-1402
پژو,پژو، 207,2022,87000,تهران / سوهانک,1670000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-xd4ghzer-peugeot-207-manualpanorama-1401
پژو,پژو، 207,2024,11000,تهران / تهرانپارس شرقی,1720000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-qkm6efcg-peugeot-207-mt-1403
پژو,پژو، پارس,2022,35000,ازنا,1450000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.8,https://bama.ir/car/detail-xyvpikuj-peugeot-pars-xu7p-1401
کی ام سی,کی ام سی، T9,2025,1300,اصفهان / احمدآباد,6350000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-rkiraqdw-kmc-t9-2literturbo-1404
کوییک,کوییک، دنده ای R,2022,0,تهران / سیدخندان,1150000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-wlu9seab-quick-manualr-1401
دانگ فنگ,دانگ فنگ، H30 کراس,2017,131000,تهران / نارمک,1580000000.0,lumpsum,اتوماتیک,سفید,-,دو لکه رنگ,1.6,https://bama.ir/car/detail-vwcicjas-dongfeng-h30cross-1396
پژو,پژو، پارس,2016,240000,سنقر,1290000000.0,lumpsum,دنده ای,خاکستری,-,یک لکه رنگ,1.6,https://bama.ir/car/detail-egivvmd5-peugeot-pars-lx-1395
پژو,پژو، پارس,2015,115000,تهران / سیدخندان,1380000000.0,lumpsum,دنده ای,سفید,خاکستری,بدون رنگ,1.8,https://bama.ir/car/detail-uvtwqhsn-peugeot-pars-mt-1394
هیوندای,هیوندای، i30,2012,270000,بندرعباس,3000000000.0,lumpsum,اتوماتیک,سربی,-,کاپوت تعویض,2.0,https://bama.ir/car/detail-f0jahmo7-hyundai-i30-2012
پژو,پژو، 206,2017,146000,مشهد / آزادشهر,1270000000.0,lumpsum,دنده ای,خاکستری,مشکی,دو لکه رنگ,1.6,https://bama.ir/car/detail-blnasxcn-peugeot-206ir-type5-1396
کوییک,کوییک، GXR,2024,23000,اصفهان / برازنده,1100000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-12aymxdq-quick-gxr-lmt-1403
لوکانو,لوکانو، L7,2026,0,یزد,6900000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-korahvfn-lucano-l7-1.6literturbo-1405
ام وی ام,ام وی ام، X22 PRO,2023,70000,بابل,2350000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,1.0,https://bama.ir/car/detail-ned59uvr-mvm-x22pro-ie-1402
کوییک,کوییک، GX,2025,0,اصفهان / بلوار آتشگاه,1150000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-t7pmzfrm-quick-gx-lmt-1404
پژو,پژو، 207,2023,55000,ساری,1600000000.0,lumpsum,دنده ای,سفید,مشکی,یک لکه رنگ,1.6,https://bama.ir/car/detail-5l3wnuqp-peugeot-207-mt-1402
سوزوکی,سوزوکی، بالنو,2025,0,اصفهان / کوی شهید کشوری,5000000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-zjkslrpi-suzuki-baleno-1.5liter-2025
فونیکس,فونیکس، تیگو 8 پرو مکس (F8 PRO MAX),2023,77000,تهران / سهروردی,5700000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-frm08zml-fownix-tiggo8promax-excellent-1402
دانگ فنگ,دانگ فنگ، H30 کراس,2016,130000,تهران / دروازه شمیران,1500000000.0,lumpsum,اتوماتیک,سفید,مشکی,یک لکه رنگ,1.6,https://bama.ir/car/detail-lvynszka-dongfeng-h30cross-1395
هیوندای,هیوندای، آزرا (گرنجور),2009,150000,ارومیه,3550000000.0,lumpsum,اتوماتیک,مشکی,مشکی,چند لکه رنگ,3.3,https://bama.ir/car/detail-o34jwiz6-hyundai-azera-6cylinder-2009
ام وی ام,ام وی ام، X33,2012,260000,شیراز / آبیاری,1050000000.0,lumpsum,دنده ای,مشکی,کرم,دور رنگ,2.0,https://bama.ir/car/detail-guwkt7mb-mvm-x33-mt-1391
لوکانو,لوکانو، L8,2026,0,یزد,8900000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-k2xlopsz-lucano-l8-2.0literturbo-1405
لوکانو,لوکانو، L7,2026,0,یزد,6700000000.0,lumpsum,اتوماتیک,سبز,-,بدون رنگ,1.6,https://bama.ir/car/detail-wv4c81m7-lucano-l7-1.6literturbo-1405
مزدا,مزدا، 3 نیو صندوق دار,2010,260000,ساری,3600000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-diwkrbjz-mazda-3sedan-2.0ltype3-1389
فونیکس,فونیکس، تیگو 7 پرو,2023,34000,تهران / شهر زیبا,4400000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-yosl8bq4-fownix-tiggo7pro-premium-1402
کوییک,کوییک، GXR,2026,0,مشهد / بهشتی,1180000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-jhp952od-quick-gxr-lmt-1405
